File,Channel,Nuclei,x,y,z,Value,FWHM,SNR,NSNR,Label,dilation,lamin_dist,lamin_dist_norm,centr_dist,centr_dist_norm,xnorm,ynorm,znorm
1,Cy5,2,536.419,734.762,40.723,1.051,2.577,26.147,1.974,1,5,2268.873,0.371,3839.391,0.629,0.244,0.251,-0.133
1,Cy5,2,472.969,699.432,41.719,1.033,2.288,12.476,1.849,2,5,2284.751,0.32,4863.41,0.68,0.327,-0.218,-0.111
1,Cy5,2,564.608,736.452,42.12,4.995,3.073,10.277,5.632,1,5,2478.772,0.372,4191.537,0.628,0.261,0.44,-0.103
1,Cy5,2,561.471,735.682,42.682,7.869,4.04,6.422,3.607,1,5,2641.382,0.399,3981.511,0.601,0.262,0.418,-0.091
1,Cy5,3,493.641,271.036,37.176,4.479,2.18,1.369,1.721,1,5,1945.311,0.321,4116.848,0.679,-0.846,-0.566,-0.104
1,Cy5,3,485.724,264.709,36,3.479,4.253,2.437,1.781,1,5,2153.482,0.334,4301.14,0.666,-0.808,-0.685,-0.13
1,Cy5,3,478,270,37,2.479,2.61,7.388,3.032,1,5,990.051,0.154,5430.516,0.846,-0.866,-0.77,-0.108
1,Cy5,3,495.971,274.392,38.34,2.182,3.28,14.512,2.967,1,5,1509.049,0.259,4318.604,0.741,-0.87,-0.526,-0.078
1,Cy5,3,561.426,258.936,38.201,2.05,2.514,6.622,3.172,2,5,1720.79,0.368,2952.946,0.632,-0.622,0.272,-0.081
1,Cy5,3,487.549,272.235,38.731,1.975,2.977,16.775,2.985,1,5,1691.197,0.262,4772.829,0.738,-0.867,-0.641,-0.07
1,Cy5,3,565.317,258.016,39.654,1.651,3.01,26.701,2.691,2,5,1715.184,0.347,3234.536,0.653,-0.607,0.32,-0.05
1,Cy5,3,484.181,270.183,39.695,1.601,3.117,10.047,2.695,1,5,1617.41,0.249,4877.259,0.751,-0.856,-0.69,-0.049
1,Cy5,3,576,262,36,1.58,2.353,8.093,2.726,2,5,1121.829,0.22,3976.129,0.78,-0.621,0.468,-0.13
1,Cy5,3,502.627,277.24,38.612,1.295,2.72,9.565,1.852,1,5,1117.926,0.208,4250.983,0.792,-0.882,-0.433,-0.072
1,Cy5,3,479,255,36,1.271,2.514,3.001,1.978,1,5,1430,0.229,4804.425,0.771,-0.738,-0.799,-0.13
1,Cy5,3,572,264,39,1.239,2.083,3.208,2.574,2,5,886.172,0.174,4195.355,0.826,-0.645,0.422,-0.064
1,Cy5,3,479.226,260.057,35.677,1.202,1.644,4.063,2.03,1,5,1425.215,0.229,4810.815,0.771,-0.78,-0.782,-0.137
1,Cy5,3,537.806,273.775,39.556,1.147,2.728,10.047,1.857,2,5,1028.162,0.222,3611.647,0.778,-0.789,0.01,-0.052
1,Cy5,3,484.223,240.068,40.549,1.074,3.019,18.332,1.75,1,5,1369.301,0.235,4452.474,0.765,-0.604,-0.773,-0.03
1,Cy5,3,505.377,259.833,41.358,1.011,2.835,14.381,1.726,1,5,3279.443,0.583,2346.3,0.417,-0.731,-0.446,-0.012
1,Cy5,4,452.056,548.041,38,6.131,2.611,3.212,1.888,1,5,2096.893,0.097,19457.68,0.903,0.894,-0.575,-0.191
1,Cy5,4,567.102,558.361,39.214,5.131,2.642,3.171,1.502,2,5,2463.907,0.114,19197.271,0.886,0.951,0.199,-0.165
1,Cy5,4,565.538,554.831,41.372,4.131,3.743,0.993,1.712,2,5,2967.416,0.132,19578.599,0.868,0.963,0.183,-0.119
1,Cy5,4,449.681,544.595,41.223,3.131,3.16,5.671,3.754,1,5,1836.26,0.085,19744.163,0.915,0.905,-0.596,-0.122
1,Cy5,4,451.645,535.371,40.459,2.258,2.36,4.848,3.006,1,5,943.177,0.043,20842.672,0.957,0.942,-0.596,-0.138
1,Cy5,4,551.357,534.584,35.733,2.182,2.856,36.549,2.628,2,5,1992.184,0.085,21510.043,0.915,1.03,0.061,-0.239
1,Cy5,4,570.295,548.446,39.936,2.148,3.039,11.305,2.775,2,5,2100.507,0.093,20554.558,0.907,0.992,0.206,-0.149
1,Cy5,4,568.322,552.121,39.359,1.705,3.247,2.245,2.576,2,5,2638.519,0.116,20012.277,0.884,0.976,0.198,-0.162
1,Cy5,4,575.173,558.615,38.462,1.698,2.432,6.194,2.505,2,5,1929.406,0.09,19563.126,0.91,0.957,0.253,-0.181
1,Cy5,4,540.401,560.851,40.881,1.665,2.697,21.466,2.458,2,5,1983.127,0.1,17911.416,0.9,0.919,0.026,-0.129
1,Cy5,4,446.804,541.894,39.307,1.556,3.001,3.615,2.692,1,5,1398.236,0.065,20275.581,0.935,0.913,-0.619,-0.163
1,Cy5,4,444,538,39,1.515,2.866,1.737,2.164,1,5,822.192,0.038,20853.781,0.962,0.926,-0.643,-0.169
1,Cy5,4,472.72,564.059,37.488,1.422,2.332,14.645,2.261,1,5,1691.76,0.09,17115.315,0.91,0.849,-0.416,-0.202
1,Cy5,4,446.631,555.43,41.374,1.363,2.614,16.353,1.942,1,5,1352.377,0.068,18548.769,0.932,0.861,-0.6,-0.119
1,Cy5,4,453,541,42,1.173,5.012,6.591,2.47,1,5,1692.336,0.078,20033.342,0.922,0.922,-0.579,-0.106
1,Cy5,4,456,542,40,1.768,3.514,18.034,2.521,1,5,1892.829,0.087,19945.651,0.913,0.92,-0.558,-0.148
1,Cy5,5,614.754,139.987,39,8.329,2.523,13.18,1.67,2,5,1090.551,0.217,3930.211,0.783,0.473,0.627,-0.064
1,Cy5,5,593.848,140.742,45,7.329,1.772,3.771,1.552,2,5,2808.779,0.564,2171.713,0.436,0.429,0.36,0.068
1,Cy5,5,600.025,138.688,40.119,6.329,1.278,3.036,1.447,2,5,2986.735,0.576,2203.21,0.424,0.457,0.434,-0.039
1,Cy5,5,605.686,149.306,40,5.329,10.401,0.821,1.777,2,5,1718.232,0.318,3690.064,0.682,0.378,0.537,-0.042
1,Cy5,5,608.489,143.269,41.642,4.329,3.052,28.038,5.032,2,5,1917.178,0.356,3469.275,0.644,0.434,0.556,-0.006
1,Cy5,5,577,95,45,2.585,3.416,24.265,3.703,1,5,1690,0.368,2906.888,0.632,0.782,0.017,0.068
1,Cy5,5,596.996,147.353,41.739,2.048,2.751,8.076,3.012,2,5,2034.059,0.413,2885.71,0.587,0.379,0.419,-0.004
1,Cy5,5,600.613,147.661,39.116,1.597,3.47,5.605,2.638,2,5,2002.965,0.392,3110.117,0.608,0.383,0.467,-0.061
1,Cy5,5,574,92,42,1.284,3.647,1.479,2.743,1,5,1306.484,0.287,3250,0.713,0.802,-0.03,0.002
1,Cy5,5,569.225,101.224,40.328,0.822,2.233,6.179,1.74,1,5,2615.204,0.574,1940.089,0.426,0.715,-0.066,-0.035
1,Cy5,5,585.992,103.27,41.119,0.881,2.471,12.479,1.842,1,5,2168.103,0.478,2371.223,0.522,0.729,0.155,-0.017
1,Cy5,5,561.793,97.414,34.942,0.813,2.777,11.409,1.604,1,5,2133.83,0.469,2416.17,0.531,0.734,-0.172,-0.153
1,Cy5,6,514.282,833.263,47.063,4.225,2.717,19.027,5.344,2,5,1724.167,0.249,5195.422,0.751,-0.155,0.248,0.002
1,Cy5,6,515.527,867.74,47.631,2.797,3.085,28.8,3.862,1,5,2589.1,0.347,4867.415,0.653,-0.287,0.306,0.014
1,Cy5,6,497.551,870.855,41.419,2.456,2.555,24.132,3.39,1,5,1052.687,0.137,6620.893,0.863,-0.314,0.192,-0.118
1,Cy5,6,513.388,875.061,47.945,1.928,2.782,10.341,3.16,1,5,1598.25,0.232,5280.876,0.768,-0.317,0.302,0.021
1,Cy5,6,526.73,835.532,45.596,1.916,2.662,29.602,2.846,2,5,1767.079,0.244,5473.549,0.756,-0.153,0.333,-0.029
1,Cy5,6,504.197,867.028,42.399,1.327,2.739,12.499,2.442,1,5,2054.949,0.254,6022.187,0.746,-0.294,0.23,-0.097
1,Cy5,6,518.6,827.433,38.767,1.088,2.993,5.367,2.033,2,5,966.252,0.121,7031.963,0.879,-0.129,0.268,-0.174
1,Cy5,6,526.1,849.128,44.935,1.057,2.64,12.329,2.241,2,5,3443.289,0.404,5081.174,0.596,-0.206,0.349,-0.043
1,Cy5,6,513,867,42,0.969,3.248,9.993,2.266,1,5,2743.793,0.317,5911.244,0.683,-0.286,0.288,-0.106
1,Cy5,6,520,835,48,0.875,2.846,6.064,2.158,2,5,1932.589,0.28,4966.548,0.72,-0.157,0.288,0.022
1,Cy5,6,529.895,852.585,49.635,0.753,3.034,11.456,1.713,2,5,3626.151,0.467,4134.139,0.533,-0.216,0.379,0.057
1,Cy5,7,654.996,371.473,40.67,7.004,2.833,8.438,1.613,2,5,2444.051,0.48,2646.566,0.52,-0.575,-0.197,0.037
1,Cy5,7,643.447,379.812,37.108,6.004,3.945,11.174,3.622,2,5,1377.504,0.264,3842.253,0.736,-0.752,-0.074,-0.05
1,Cy5,7,653,399,40.808,4.332,2.617,16.177,4.78,1,5,2603.248,0.424,3543.873,0.576,-0.66,0.311,0.04
1,Cy5,7,642.219,400.96,40.779,2.344,2.557,25.426,3.536,1,5,1354.939,0.226,4648.128,0.774,-0.813,0.317,0.04
1,Cy5,7,640.624,392.431,41.01,1.554,1.899,6.251,2.489,1,5,1251.128,0.224,4322.559,0.776,-0.817,0.153,0.045
1,Cy5,7,649.197,373.415,37.367,1.498,2.976,18.587,2.435,2,5,1914.664,0.374,3211.24,0.626,-0.659,-0.177,-0.043
1,Cy5,7,642,397,39,1.456,2.3,6.482,2.852,1,5,1430,0.238,4578.493,0.762,-0.808,0.242,-0.004
1,Cy5,7,644.382,407,39.212,1.422,2.428,7.041,2.177,1,5,1187.088,0.19,5046.587,0.81,-0.796,0.435,0.002
1,Cy5,7,641.616,377.783,36.108,1.387,3.294,1.023,2.629,2,5,1121.95,0.215,4094.853,0.785,-0.773,-0.117,-0.074
1,Cy5,7,665,369,36,1.378,2.21,22.069,2.329,2,5,3041.463,0.631,1779.466,0.369,-0.431,-0.215,-0.077
1,Cy5,7,641.535,371.881,38.062,1.2,2.593,3.34,2.04,2,5,952.982,0.184,4224.898,0.816,-0.762,-0.228,-0.026
1,Cy5,7,649,401,39,1.165,1.778,1.668,2.543,1,5,2153.718,0.342,4150.578,0.658,-0.72,0.337,-0.004
1,Cy5,7,660.122,399.722,38.563,2.246,2.83,25.096,3.249,1,5,2690.389,0.467,3066.121,0.533,-0.563,0.344,-0.014
1,Cy5,7,645,401,37,1.103,3.394,3.435,2.227,1,5,1721.54,0.275,4550,0.725,-0.775,0.325,-0.052
1,Cy5,7,644.512,381.455,37.637,5.004,2.901,37.687,5.707,2,5,1537.369,0.293,3708.877,0.707,-0.741,-0.041,-0.037
1,Cy5,8,467,964,42.519,2.821,3.149,14.721,4.181,2,5,4292.419,0.825,910,0.175,-0.7,0.125,-0.094
1,Cy5,8,401,850,37.813,2.419,2.587,7.605,3.728,1,5,2566.277,0.492,2651.725,0.508,-0.315,-0.476,-0.195
1,Cy5,8,463.793,966.957,41.154,2.396,3.094,2.226,3.896,2,5,3878.538,0.74,1360.875,0.26,-0.714,0.108,-0.123
1,Cy5,8,472.664,956.415,41.317,2.393,2.948,8.672,3.744,2,5,5233.312,0.99,53.952,0.01,-0.666,0.151,-0.12
1,Cy5,8,465,966,40,1.984,4.377,2.697,3.572,2,5,4030,0.771,1194.069,0.229,-0.709,0.114,-0.148
1,Cy5,8,408.73,847.923,37.748,1.843,2.806,11.001,3.201,1,5,1987.546,0.38,3239.563,0.62,-0.301,-0.428,-0.196
1,Cy5,8,382.836,842.093,39.669,1.719,2.342,26.472,2.725,1,5,1962.155,0.371,3321.661,0.629,-0.3,-0.607,-0.155
1,Cy5,8,394.119,840.828,40.397,1.576,2.303,4.778,2.53,1,5,1662.36,0.316,3594.739,0.684,-0.286,-0.534,-0.14
1,Cy5,8,467,961,40.429,1.566,4.486,10.489,3.051,2,5,4680,0.9,520,0.1,-0.688,0.12,-0.139
1,Cy5,8,478,961,37,1.558,2.664,19.313,2.855,2,5,4550,0.845,832.406,0.155,-0.679,0.193,-0.212
1,Cy5,8,477.641,961.467,37.68,1.558,2.405,12.767,2.678,2,5,4491.179,0.84,856.284,0.16,-0.681,0.191,-0.197
1,Cy5,8,390,851,40,1.416,2.319,7.605,2.63,1,5,2996.681,0.575,2213.82,0.425,-0.329,-0.547,-0.148
1,Cy5,8,401,847,39,1.406,3.258,5.758,2.905,1,5,2179.197,0.417,3043.222,0.583,-0.304,-0.48,-0.169
1,Cy5,8,467,952,45,1.195,1.364,2.615,2.523,2,5,5817.216,1,0,0,-0.653,0.107,-0.042
1,Cy5,8,445.21,968.889,35.397,1.093,2.503,13.782,1.892,2,5,2644.771,0.505,2591.717,0.495,-0.737,-0.012,-0.246
1,Cy5,8,402,846,37,1.089,3.794,3.903,2.552,1,5,2057.401,0.395,3147.777,0.605,-0.299,-0.475,-0.212
1,Cy5,8,409.703,863.005,39.6,0.952,2.449,14.187,2.043,1,5,3625.1,0.693,1608.292,0.307,-0.358,-0.399,-0.157
1,Cy5,8,390.602,864.832,34.786,0.929,3.266,20.908,1.819,1,5,4839.462,0.922,408.113,0.078,-0.381,-0.523,-0.259
1,Cy5,8,395,842,42,0.847,3.012,3.12,2.075,1,5,1768.191,0.338,3465.097,0.662,-0.29,-0.527,-0.106
1,Cy5,9,827.301,211.444,43.959,2.881,2.944,44.274,3.847,1,5,2525.55,0.523,2307.307,0.477,-0.372,0.379,0.081
1,Cy5,9,813.286,212.872,39.63,2.451,2.965,13.933,3.173,1,5,1630.544,0.332,3277.249,0.668,-0.572,0.433,-0.022
1,Cy5,9,856.869,217.374,41.766,2.326,2.953,33.759,3.042,2,5,2633.383,0.54,2247.641,0.46,0.063,0.436,0.029
1,Cy5,9,811.713,215.722,41.296,2.252,4.013,10.225,3.042,1,5,1189.815,0.243,3701.395,0.757,-0.591,0.49,0.018
1,Cy5,9,863.698,211.348,42.246,1.727,2.438,10.766,2.56,2,5,3328.085,0.688,1512.181,0.312,0.153,0.309,0.041
1,Cy5,9,843.972,201.84,45.146,1.608,2.728,23.381,2.651,2,5,4458.29,0.92,389.798,0.08,-0.145,0.166,0.11
1,Cy5,9,862,195,42,1.588,2.496,32.261,2.396,2,5,5200,1,0,0,0.105,0.002,0.035
1,Cy5,9,867.67,212.264,43.934,1.21,2.739,12.937,2.102,2,5,3101.566,0.641,1736.305,0.359,0.211,0.318,0.081
1,Cy5,9,825.301,201.856,36.725,1.183,2.438,20.903,2.132,1,5,3690.396,0.758,1181.107,0.242,-0.415,0.201,-0.091
1,Cy5,9,851.408,210.358,42.044,0.958,2.636,10.005,2.014,2,5,3513.865,0.723,1347.134,0.277,-0.026,0.313,0.036
1,Cy5,9,847.907,219.128,43.822,0.868,3.407,3.167,1.631,2,5,2335.643,0.478,2546.628,0.522,-0.064,0.486,0.078
1,Cy5,9,838,220,36,0.842,1.9,5.857,1.74,1,5,2134.01,0.437,2754.651,0.563,-0.206,0.521,-0.108
1,Cy5,9,834.543,212.397,38.663,0.837,2.205,8.358,1.835,1,5,2902.595,0.599,1941.225,0.401,-0.266,0.383,-0.045
1,Cy5,9,822.381,211.972,42.158,0.735,3.218,0.582,1.972,1,5,2274.637,0.469,2575.782,0.531,-0.442,0.398,0.039
1,Cy5,10,213.796,172.166,39,4.317,2.585,3.527,1.632,2,5,2689.683,0.579,1954.998,0.421,-0.28,0.41,-0.031
1,Cy5,10,199.448,182.161,40.937,3.317,2.97,19.162,4.181,2,5,1799.034,0.381,2926.871,0.619,-0.513,0.479,0.016
1,Cy5,10,167,164,42,1.825,3.007,2.98,2.951,1,5,780,0.144,4618.755,0.856,-0.822,-0.081,0.041
1,Cy5,10,171,161,41,1.809,3.518,6.213,2.918,1,5,1233.288,0.233,4051.888,0.767,-0.756,-0.104,0.017
1,Cy5,10,177.725,171.361,40.719,1.794,2.957,7.504,2.909,1,5,1955.884,0.358,3502.879,0.642,-0.727,0.128,0.01
1,Cy5,10,183,171,40,1.569,3.002,12.511,2.664,1,5,2497.218,0.466,2861.084,0.534,-0.659,0.16,-0.007
1,Cy5,10,196,182,37,1.42,2.873,6.048,2.698,2,5,1820,0.38,2964.456,0.62,-0.555,0.45,-0.078
1,Cy5,10,183.35,165.493,44.995,1.395,2.71,17.938,2.426,1,5,2905.512,0.524,2637.486,0.476,-0.626,0.066,0.112
1,Cy5,10,188.379,153.329,37.563,1.366,2.378,15.986,2.314,1,5,2727.287,0.586,1924.884,0.414,-0.498,-0.109,-0.065
1,Cy5,10,173.215,170.838,39.346,1.344,3.385,2.757,2.473,1,5,1431.395,0.264,4000.53,0.736,-0.781,0.085,-0.022
1,Cy5,10,204.262,184.332,38.917,1.34,2.614,11.967,2.445,2,5,1486.144,0.319,3177.081,0.681,-0.464,0.552,-0.033
1,Cy5,10,195.057,187.748,39.901,1.279,2.557,3.11,2.393,2,5,1072.755,0.224,3723.431,0.776,-0.597,0.544,-0.009
1,Cy5,10,203.265,177.002,40.585,1.266,2.428,8.818,2.468,2,5,2413.405,0.518,2241.77,0.482,-0.437,0.416,0.007
1,Cy5,10,206.418,167.486,45.886,0.849,2.435,10.943,1.767,2,5,3450.402,0.743,1191.027,0.257,-0.347,0.273,0.133
1,a488,1,63.773,342.554,47.295,3.88,2.759,4.683,1.698,1,5,3042.078,0.463,3522.758,0.537,-0.599,0.073,-0.001
1,a488,1,49.817,361.549,43.115,2.88,3.806,14.042,2.474,1,5,772.747,0.124,5471.832,0.876,-0.632,0.381,-0.09
1,a488,1,64.233,345.872,47.33,2.687,2.689,17.185,2.108,1,5,3248.615,0.486,3432.092,0.514,-0.577,0.108,-0.001
1,a488,1,140.118,402.441,49.367,2.254,2.89,4.579,2.13,2,5,2620.019,0.465,3010.423,0.535,0.472,0.27,0.043
1,a488,1,158.638,395.917,46.537,1.885,2.996,20.168,1.789,2,5,2639.824,0.446,3272.645,0.554,0.617,0.076,-0.017
1,a488,1,146,410,46,1.551,2.341,13.941,1.875,2,5,1690,0.292,4104.79,0.708,0.571,0.319,-0.029
1,a488,1,58.915,364.742,38.024,1.174,2.34,24.735,1.483,1,5,1507.376,0.258,4342.098,0.742,-0.525,0.359,-0.199
1,a488,1,41.514,349.957,40.712,1.17,2.879,10.244,1.425,1,5,314.634,0.049,6152.213,0.951,-0.776,0.301,-0.141
1,a488,1,138.824,410.991,44.989,1.123,2.792,3.496,1.407,2,5,1436.01,0.257,4161.694,0.743,0.506,0.377,-0.05
1,a488,1,134,397,37,0.927,3.221,3.801,1.41,2,5,3304.921,0.585,2340,0.415,0.383,0.247,-0.22
1,a488,1,58,357,45,0.857,1.876,8.429,1.305,1,5,1932.589,0.304,4424.217,0.696,-0.577,0.276,-0.05
1,a488,1,143.806,404.186,48.034,2.432,3.507,5.699,2.186,2,5,2444.387,0.425,3310.194,0.575,0.517,0.267,0.014
1,a488,1,160.296,398.479,47.04,0.894,2.783,7.965,1.394,2,5,2266.41,0.383,3652.997,0.617,0.647,0.095,-0.007
1,a488,2,490.4,692.423,35.967,2.827,2.493,40.7,2.078,2,5,4641.17,0.655,2449.887,0.345,0.369,-0.113,-0.234
1,a488,2,559,739,37.236,2.8,2.835,8.647,2.059,1,5,2336.079,0.373,3919.692,0.627,0.247,0.407,-0.207
1,a488,2,492,696,47,1.695,3.514,13.575,1.741,2,5,4186.323,0.608,2698.333,0.392,0.356,-0.098,0.001
1,a488,2,562,743,44.739,1.44,3.152,3.032,1.437,1,5,1690,0.286,4215.46,0.714,0.234,0.432,-0.047
1,a488,2,560.715,730.048,39.6,1.365,1.74,14.948,1.638,1,5,3386.781,0.488,3561.068,0.512,0.283,0.405,-0.157
1,a488,2,469.734,692.321,37.804,1.223,3.9,9.278,1.429,2,5,2677.37,0.347,5043.185,0.653,0.352,-0.25,-0.195
1,a488,2,503,700,53,0.88,3.307,7.994,1.38,2,5,4370.011,0.783,1207.684,0.217,0.35,-0.019,0.129
1,a488,2,566.441,731.238,44.923,0.865,2.339,10.695,1.405,1,5,3103.736,0.472,3474.861,0.528,0.283,0.445,-0.043
1,a488,2,486,682,50,0.844,2.062,9.488,1.346,2,5,3491.819,0.561,2729.469,0.439,0.405,-0.158,0.065
1,a488,2,485.156,687.871,40.32,0.807,2.595,5.253,1.43,2,5,4221.409,0.553,3407.268,0.447,0.382,-0.155,-0.141
1,a488,2,567,739,46,1.067,2.987,14.648,1.477,1,5,2134.01,0.358,3832.036,0.642,0.254,0.459,-0.02
1,a488,2,557,742,39,1.594,2.499,2.71,1.698,1,5,1863.438,0.299,4360.333,0.701,0.234,0.398,-0.169
1,a488,2,557,736,39,1.096,3.008,3.249,1.531,1,5,2630.589,0.41,3787.889,0.59,0.257,0.389,-0.169
1,a488,2,565,740,44,0.896,3.293,8.507,1.399,1,5,2018.143,0.328,4143.549,0.672,0.248,0.448,-0.063
1,a488,3,496.25,259.878,43.513,2.046,2.805,22.679,1.913,1,5,3406.654,0.555,2737.351,0.445,-0.748,-0.563,0.035
1,a488,3,576,261,38,1.762,2.838,9.832,1.846,2,5,1177.2,0.226,4039.814,0.774,-0.613,0.465,-0.086
1,a488,3,584,257,40,1.719,2.18,8.42,1.753,2,5,1365.32,0.257,3955.566,0.743,-0.565,0.557,-0.042
1,a488,3,487.93,273.911,39.536,1.655,2.696,16.077,1.83,1,5,1504.99,0.238,4813.595,0.762,-0.881,-0.631,-0.052
1,a488,3,570.381,252.159,43.743,1.563,2.423,15.196,1.584,2,5,2286.012,0.455,2741.03,0.545,-0.549,0.369,0.04
1,a488,3,593.721,253.841,35.499,1.541,2.217,6.367,1.72,2,5,1382.499,0.282,3512.262,0.718,-0.52,0.673,-0.141
1,a488,3,495.487,257.637,42.724,1.456,2.889,13.335,1.644,1,5,3523.509,0.556,2809.914,0.444,-0.731,-0.579,0.018
1,a488,3,492,261,45,1.324,2.64,2.114,1.663,1,5,2910.292,0.485,3093.364,0.515,-0.765,-0.615,0.068
1,a488,3,482.184,270.717,38.266,1.271,3.638,2.734,1.39,1,5,1427.114,0.217,5160.298,0.783,-0.864,-0.714,-0.08
1,a488,3,504,259,43,0.966,2.106,11.975,1.374,1,5,3403.586,0.617,2114.167,0.383,-0.727,-0.466,0.024
1,a488,3,489.831,259.296,39.071,0.908,2.524,7.845,1.323,1,5,2776.864,0.418,3860.436,0.582,-0.755,-0.647,-0.062
1,a488,3,566,259,40,0.867,2.116,9.458,1.398,2,5,1572.768,0.316,3401.72,0.684,-0.614,0.331,-0.042
1,a488,3,556.846,268.242,35.767,0.862,2.097,10.634,1.273,2,5,1029.512,0.223,3588.864,0.777,-0.708,0.239,-0.135
1,a488,4,450.057,535.875,41.885,4.017,2.963,41.477,2.423,1,5,928.122,0.043,20748.788,0.957,0.939,-0.606,-0.108
1,a488,4,574,558,38.884,3.547,2.567,12.902,2.571,2,5,2100.214,0.097,19577.824,0.903,0.958,0.244,-0.172
1,a488,4,578.742,557.676,41.26,2.669,2.419,13.71,2.024,2,5,1545.595,0.072,19891.995,0.928,0.964,0.275,-0.121
1,a488,4,444.218,541.127,43.861,1.752,3.512,7.234,1.566,1,5,1023.541,0.048,20201.202,0.952,0.914,-0.637,-0.066
1,a488,4,452.42,544.574,42.602,1.646,2.097,18.356,1.656,1,5,2069.288,0.096,19583.29,0.904,0.907,-0.578,-0.093
1,a488,4,556.341,556.781,43.855,1.25,2.484,21.316,1.515,2,5,2762.279,0.128,18863.69,0.872,0.948,0.126,-0.066
1,a488,4,565.882,557.66,40.494,1.168,1.874,6.069,1.407,2,5,2604.593,0.119,19239.066,0.881,0.953,0.19,-0.138
1,a488,4,469.139,540.817,47.339,1.052,2.423,12.739,1.457,1,5,2186.193,0.101,19423.514,0.899,0.936,-0.473,0.008
1,a488,4,467.763,561.531,39.5,0.952,2.78,5.258,1.242,1,5,1979.887,0.102,17352.462,0.898,0.855,-0.452,-0.159
1,a488,4,580,548,39.372,1.861,2.88,17.93,1.716,2,5,1338.432,0.06,21084.779,0.94,1.002,0.269,-0.161
