File,Channel,Nuclei,x,y,z,Value,FWHM,SNR,Label,dilation,lamin_dist,lamin_dist_norm,centr_dist,centr_dist_norm,compartment,xnorm,ynorm,znorm
1,Cy5,2,130.659,513.855,34.725,6.342,3.632,9.134,2,5,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1,Cy5,2,131.872,508.147,37,5.342,3.446,4.185,2,5,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1,Cy5,2,126,582,35,4.342,3.973,11.6,1,5,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1,Cy5,2,128.59,515.397,34.588,4.001,3.242,23.742,2,5,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1,Cy5,2,125.636,581.028,34.784,3.963,4.468,7.279,1,5,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1,Cy5,2,126,585,36.112,3.159,2.876,4.729,1,5,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1,Cy5,2,130.613,578.902,36.334,2.536,3.145,10.14,1,5,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1,Cy5,2,124.718,540.858,38.455,1.996,2.211,19.65,2,5,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1,Cy5,2,136.432,574.505,35.489,1.969,3.568,16.294,1,5,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1,Cy5,2,136,575,35,1.843,3.425,39.771,1,5,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1,Cy5,2,123.874,519.945,38.12,1.383,3.579,8.262,2,5,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1,Cy5,2,137.022,517.027,34.549,1.578,2.566,20.862,2,5,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1,Cy5,3,146.274,229.538,34.219,2.823,2.486,44.393,2,5,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1,Cy5,3,159,200,43,2.679,2.572,18.996,1,5,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1,Cy5,3,143.212,232.141,39.689,2.638,3.568,15.277,2,5,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1,Cy5,3,154,197,41.826,2.432,3.206,4.347,1,5,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1,Cy5,3,155.246,189.89,42.295,2.419,2.932,16.77,1,5,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1,Cy5,3,151.504,193.184,42.045,2.402,4.026,2.07,1,5,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1,Cy5,3,152,194,43,2.213,3.356,2.511,1,5,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1,Cy5,3,144,233,42,1.99,3.063,19.736,2,5,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1,Cy5,3,147,239,40,1.663,2.697,17.008,2,5,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1,Cy5,3,142,235,36,1.549,4.473,4.977,2,5,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1,Cy5,3,136,236,37,1.163,3.368,1.353,2,5,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1,Cy5,3,137,230,40,1.301,3.082,1.405,2,5,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1,Cy5,3,168.753,199.459,38.081,1.041,2.853,9.857,1,5,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1,Cy5,3,137.962,177.22,43.318,1.244,2.589,15.767,1,5,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1,Cy5,4,226.689,108.464,37.011,4.94,2.958,9.047,2,5,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1,Cy5,4,218.705,120.744,36.834,4.365,3.104,4.994,2,5,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1,Cy5,4,132,103,38.677,3.956,2.729,16.665,1,5,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1,Cy5,4,225,119,35.931,3.758,2.654,6.924,2,5,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1,Cy5,4,147.863,113.738,34.502,2.965,2.781,15.902,1,5,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1,Cy5,4,222,127,38,2.687,2.774,4.999,2,5,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1,Cy5,4,136.049,109.456,34.293,2.142,2.698,10.505,1,5,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1,Cy5,4,228,122,36,1.494,2.264,6.917,2,5,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1,Cy5,4,227.053,114.936,39.945,1.702,3.472,4.364,2,5,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1,Cy5,4,227,126,35,1.459,2.944,3.785,2,5,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1,Cy5,4,214,119,35,1.412,0.805,1.172,2,5,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1,Cy5,4,130,99,37,1.048,4.206,0.916,1,5,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1,Cy5,4,127.951,97.055,40.275,4.129,3.229,11.116,1,5,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1,Cy5,5,390.151,344.52,32.856,14.087,3.364,0.324,1,5,2601.833,0.535,2263.586,0.465,2,0.75,0.039,-0.112
1,Cy5,5,410.678,328.349,35.626,13.087,2.703,11.641,2,5,821.914,0.176,3859.512,0.824,2,0.765,-0.473,-0.043
1,Cy5,5,392.483,350.349,32,12.087,3.482,2.263,1,5,1839.503,0.377,3044.698,0.623,2,0.814,0.08,-0.134
1,Cy5,5,403.341,324.59,34.117,11.087,3.394,7.131,2,5,1782.293,0.376,2961.028,0.624,2,0.682,-0.413,-0.081
1,Cy5,5,397.945,345.945,35.25,10.087,2.911,102.845,1,5,1848.635,0.372,3115.431,0.628,2,0.817,-0.057,-0.052
1,Cy5,5,400.343,322.914,34.695,4.797,3.244,9.142,2,5,2101.323,0.444,2636.385,0.556,2,0.646,-0.391,-0.066
1,Cy5,5,405.495,335.427,36.361,3.299,2.739,15.529,2,5,1472.67,0.309,3292.733,0.691,2,0.786,-0.305,-0.025
1,Cy5,5,392,348,33,3.215,4.357,2.662,1,5,2094.039,0.43,2771.372,0.57,2,0.791,0.057,-0.109
1,Cy5,5,392.675,322.388,37.761,2.257,2.82,7.094,2,5,2984.803,0.631,1745.352,0.369,2,0.587,-0.285,0.01
1,Cy5,5,402.06,318.138,33.962,1.884,2.695,2.589,2,5,1690.832,0.354,3080.752,0.646,2,0.62,-0.478,-0.085
1,Cy5,6,712.101,553.71,34.841,8.536,8.848,3.678,2,5,2605.362,0.432,3426.886,0.568,2,-0.52,-0.377,-0.087
1,Cy5,6,707.6,639.217,33.978,7.536,3.192,8.492,1,5,1247.928,0.207,4778.413,0.793,1,0.135,0.702,-0.109
1,Cy5,6,701.863,634.617,34.38,6.536,2.777,16.295,1,5,1326.76,0.219,4733.433,0.781,1,0.044,0.707,-0.099
1,Cy5,6,712.874,560.791,35.355,3.679,3.008,31.863,2,5,3518.059,0.584,2501.822,0.416,1,-0.455,-0.3,-0.074
1,Cy5,6,710.54,555.094,34.555,3.356,2.964,5.439,2,5,2749.64,0.457,3269.548,0.543,2,-0.523,-0.344,-0.094
1,Cy5,6,707.492,554.598,34.685,2.458,2.845,3.086,2,5,2591.107,0.432,3407.552,0.568,2,-0.556,-0.318,-0.091
1,Cy5,6,715.334,619.826,35.814,2.278,2.873,13.419,1,5,3851.997,0.641,2160.261,0.359,1,0.05,0.387,-0.063
1,Cy5,6,705.897,632.671,36.449,2.086,2.968,6.129,1,5,1796.683,0.298,4222.921,0.702,1,0.066,0.641,-0.047
1,Cy5,6,710.559,624.946,36.562,1.837,2.438,5.087,1,5,2944.658,0.489,3073.531,0.511,1,0.047,0.499,-0.044
1,Cy5,6,699.261,556.044,32.815,1.466,1.707,5.021,2,5,2695.857,0.447,3329.497,0.553,2,-0.621,-0.214,-0.138
1,Cy5,6,700.402,617.783,36.101,1.461,2.61,10.121,1,5,2789.414,0.464,3224.696,0.536,1,-0.107,0.519,-0.056
1,Cy5,8,276.711,586.491,44.492,7.642,2.123,29.3,0,5,956.943,0.188,4128.601,0.812,0,0.266,-0.639,0.061
1,Cy5,8,269,588,41.265,6.642,2.723,41.682,0,5,1892.829,0.376,3143.666,0.624,1,0.235,-0.516,-0.019
1,Cy5,8,265,586,40,4.377,3.201,2.387,0,5,2257.166,0.45,2761.902,0.55,1,0.187,-0.473,-0.051
1,Cy5,8,246.658,584.094,37.795,3.452,2.943,42.022,0,5,4353.1,0.869,654.916,0.131,1,0.051,-0.223,-0.106
1,Cy5,8,265,589,44,2.82,3.039,4.879,0,5,2452.835,0.486,2590.232,0.514,0,0.222,-0.45,0.049
1,Cy5,8,271.121,578.807,38.313,2.767,3.221,14.851,0,5,1184.298,0.236,3841.023,0.764,1,0.142,-0.617,-0.093
1,Cy5,8,263,584,42,2.204,3.03,1.825,0,5,2428.6,0.484,2590.232,0.516,1,0.152,-0.46,-0.001
1,Cy5,8,270,585,39.443,2.044,4.8,4.83,0,5,1599.824,0.318,3427.958,0.682,1,0.207,-0.553,-0.065
1,Cy5,8,269.048,575.654,39.681,1.444,3.856,2.956,0,5,1345.826,0.267,3700.256,0.733,1,0.092,-0.612,-0.059
1,Cy5,9,636.854,411.482,36.102,6.204,2.664,11.411,2,5,2281.128,0.464,2632.119,0.536,1,-0.242,0.515,-0.032
1,Cy5,9,637.428,346.476,39.395,4.797,2.753,34.329,1,5,1380.834,0.225,4768.356,0.775,2,-0.726,-0.386,0.05
1,Cy5,9,633,346,37,4.132,3.17,8.602,1,5,1300,0.209,4927.119,0.791,2,-0.771,-0.344,-0.01
1,Cy5,9,627.717,361.48,37.989,2.795,2.758,16.377,1,5,1913.203,0.344,3655.764,0.656,2,-0.705,-0.073,0.015
1,Cy5,9,642,416,35,2.594,2.805,15.254,2,5,2315.34,0.463,2684.12,0.537,1,-0.16,0.521,-0.06
1,Cy5,9,647.375,368.934,38.099,2.545,2.299,13.479,1,5,3663.192,0.683,1701.615,0.317,0,-0.462,-0.185,0.018
1,Cy5,9,657,360,36,2.286,3.06,11.84,1,5,2055.48,0.403,3050.066,0.597,1,-0.438,-0.412,-0.035
1,Cy5,9,655.887,360.92,36.743,2.286,3.059,18.322,1,5,2209.63,0.432,2908.479,0.568,1,-0.442,-0.388,-0.016
1,Cy5,9,652.44,351.773,39.065,2.247,3.017,8.632,1,5,1422.281,0.263,3993.919,0.737,2,-0.543,-0.476,0.042
1,Cy5,9,635.529,405.313,37.367,2.224,2.76,3.142,2,5,2790.333,0.568,2122.012,0.432,1,-0.301,0.445,-0.001
1,Cy5,9,624.672,351.455,40.353,2.122,2.824,14.062,1,5,1513.057,0.237,4866.034,0.763,2,-0.81,-0.178,0.074
1,Cy5,9,724.964,430.16,40.033,1.799,2.449,16.156,0,5,2214.677,0.39,3467.297,0.61,2,0.736,-0.187,0.066
1,Cy5,9,644.183,376.519,40.987,1.738,2.532,10.313,1,5,4368.803,0.837,852.983,0.163,0,-0.436,-0.046,0.09
1,Cy5,9,643,419,33,1.743,4.245,4.352,2,5,2094.039,0.423,2854.978,0.577,1,-0.127,0.552,-0.11
1,Cy5,9,632.039,420.364,32.169,1.491,1.59,4.686,2,5,1253.358,0.25,3754.514,0.75,1,-0.221,0.69,-0.131
1,Cy5,10,757.779,729.26,38,8.254,3.187,8.454,1,5,1225.599,0.205,4766.963,0.795,2,-0.582,-0.28,-0.106
1,Cy5,10,760.734,727.537,40,7.254,3.493,24.715,1,5,902.641,0.158,4827.499,0.842,2,-0.591,-0.322,-0.056
1,Cy5,10,777.965,766.358,38.099,6.254,3.35,26.967,2,5,2446.585,0.276,6422.405,0.724,1,-0.257,-0.455,-0.104
1,Cy5,10,779.644,766.345,38.326,5.947,3.534,49.335,2,5,2317.965,0.261,6556.864,0.739,1,-0.255,-0.477,-0.098
1,Cy5,10,765.532,756.64,36.409,3.946,3.256,20.124,2,5,2600.713,0.332,5226.441,0.668,1,-0.353,-0.316,-0.146
1,Cy5,10,747,729,36.256,2.68,3.003,9.019,1,5,2132.861,0.331,4312.91,0.669,2,-0.599,-0.14,-0.15
1,Cy5,10,779.264,754.342,38.247,2.46,0.88,15.61,2,5,1232.636,0.167,6166.611,0.833,1,-0.351,-0.501,-0.1
1,Cy5,10,748.89,728.551,37.581,2.378,3.995,5.876,1,5,1971.635,0.319,4211.518,0.681,2,-0.6,-0.165,-0.117
1,Cy5,10,765.704,748.873,37.564,1.817,3.083,5.079,2,5,1956.13,0.283,4961.24,0.717,1,-0.414,-0.337,-0.117
1,Cy5,10,745.335,728.387,36.548,1.783,3.658,2.566,1,5,2255.802,0.349,4207.556,0.651,2,-0.607,-0.119,-0.143
1,Cy5,10,753.911,735.059,37.26,1.773,2.722,5.428,1,5,1894.171,0.3,4422.174,0.7,2,-0.541,-0.216,-0.125
1,Cy5,10,754,736,38,1.773,2.975,8.977,1,5,1960.663,0.313,4297.918,0.687,2,-0.534,-0.215,-0.106
1,Cy5,10,769.842,744.81,37.088,1.568,2.222,10.243,2,5,1200.128,0.182,5409.4,0.818,1,-0.441,-0.4,-0.129
1,Cy5,11,837.654,177.506,35.563,5.867,2.878,14.753,1,5,1556.904,0.273,4138.225,0.727,1,-0.216,0.698,-0.099
1,Cy5,11,855,195,35,4.727,3.772,6.204,2,5,2525.153,0.435,3274.095,0.565,1,0.084,0.609,-0.113
1,Cy5,11,859,192,37.646,3.855,3.202,12.472,2,5,2983.992,0.522,2733.378,0.478,1,0.079,0.526,-0.047
1,Cy5,11,858,193,39,3.287,3.227,19.131,2,5,2800.286,0.487,2947.304,0.513,1,0.083,0.549,-0.013
1,Cy5,11,838.591,183.644,34.845,2.946,3.156,6.846,1,5,1483.888,0.26,4225.698,0.74,1,-0.145,0.739,-0.117
1,Cy5,11,847.874,197.125,34.69,2.236,2.237,7.488,2,5,1784.237,0.304,4087.223,0.696,1,0.059,0.728,-0.121
1,Cy5,11,842.385,164.068,34.499,2.196,3.804,20.509,1,5,2370.677,0.42,3273.792,0.58,1,-0.327,0.512,-0.126
1,Cy5,11,831.816,166.851,34.605,2.193,2.449,28.248,1,5,975.617,0.173,4678.824,0.827,1,-0.368,0.686,-0.123
1,Cy5,11,857.346,175.562,39.909,2.177,2.438,35.023,1,5,3981.21,0.7,1710.174,0.3,0,-0.106,0.403,0.009
1,Cy5,11,850.519,166.824,34.663,1.889,2.372,9.004,1,5,3341.878,0.593,2296.467,0.407,1,-0.244,0.422,-0.122
1,Cy5,11,863,193,36,1.465,3.974,15.223,2,5,3158.496,0.56,2485.236,0.44,1,0.116,0.478,-0.088
1,Cy5,11,858,187,36,1.244,2.815,1.459,2,5,3491.819,0.6,2323.209,0.4,1,0.02,0.496,-0.088
1,Cy5,12,558.64,737.551,36.103,7.053,2.61,24.693,2,5,947.422,0.21,3573.963,0.79,2,0.736,0.476,-0.178
1,Cy5,12,543.016,699.642,35.623,6.053,2.524,32.53,1,5,3902.097,0.858,647.903,0.142,1,0.413,0.136,-0.19
1,Cy5,12,537,705,37.559,4.579,4.132,10.803,1,5,3133.446,0.693,1390.939,0.307,1,0.378,0.226,-0.141
1,Cy5,12,542.01,738.026,39.152,3.444,3.016,17.261,2,5,1036.706,0.224,3592.536,0.776,2,0.576,0.566,-0.101
1,Cy5,12,530,727,40,3.18,3.268,18.488,2,5,1760.369,0.367,3041.463,0.633,1,0.409,0.505,-0.08
1,Cy5,12,538,708,39,2.933,3.56,6.587,1,5,3286.64,0.727,1236.487,0.273,1,0.401,0.254,-0.105
1,Cy5,12,531,725,42,1.832,3.046,15.313,2,5,2022.325,0.429,2697.202,0.571,1,0.41,0.478,-0.03
1,Cy5,12,551.04,733.027,37.955,1.793,4.037,8.407,2,5,1734.604,0.378,2858.03,0.622,2,0.641,0.464,-0.131
1,Cy5,12,547.088,727.678,35.478,1.74,2.33,4.926,2,5,2491.551,0.545,2077.164,0.455,2,0.579,0.425,-0.193
1,Cy5,12,532.633,712.29,39.637,1.668,2.461,4.142,1,5,2667.95,0.586,1883.277,0.414,1,0.368,0.329,-0.089
1,Cy5,12,542.807,712.324,37.716,1.593,2.82,8.425,1,5,3830.775,0.844,707.243,0.156,1,0.468,0.277,-0.137
1,Cy5,12,541,708,41,1.408,3.614,7.737,1,5,3774.864,0.832,763.217,0.168,1,0.431,0.239,-0.055
1,Cy5,13,434.848,511.705,42.278,15.47,3.113,7.005,2,5,947.294,0.176,4443.706,0.824,0,0.34,0.5,0.003
1,Cy5,13,438.612,510.795,37.766,14.47,2.839,20.507,2,5,1018.429,0.186,4443.155,0.814,1,0.386,0.489,-0.109
1,Cy5,13,435.982,510.048,42.354,13.47,2.792,4.374,2,5,1090.622,0.203,4273.161,0.797,0,0.354,0.479,0.005
1,Cy5,13,435.86,514.636,43.631,12.47,2.828,3.006,2,5,554.28,0.103,4845.862,0.897,0,0.352,0.539,0.037
1,Cy5,13,408.156,515.004,44.764,11.47,2.181,11.261,1,5,661.315,0.129,4471.637,0.871,0,0.014,0.537,0.066
1,Cy5,13,405.362,513.081,44.579,10.47,2.793,17.616,1,5,976.366,0.19,4152.581,0.81,0,-0.02,0.511,0.061
1,Cy5,13,397.773,516.234,45.112,9.47,2.48,7.444,1,5,784.285,0.152,4365.69,0.848,0,-0.113,0.551,0.074
1,Cy5,13,408.218,501.558,44.262,8.47,2.738,80.632,1,5,2273.887,0.444,2849.845,0.556,0,0.018,0.359,0.053
1,Cy5,13,428.899,502.493,45.017,6.316,2.722,21.213,2,5,2192.509,0.413,3122.287,0.587,0,0.27,0.377,0.072
1,Cy5,13,394.732,502.902,42.774,3.985,2.779,4.428,1,5,2482.786,0.477,2717.214,0.523,0,-0.147,0.374,0.016
1,Cy5,13,462.287,474.266,34.807,2.73,2.873,48.397,0,5,1682.017,0.324,3503.75,0.676,2,0.683,0.011,-0.183
1,Cy5,13,436.781,502.872,43.992,2.715,2.91,7.226,2,5,1787.766,0.342,3440.854,0.658,0,0.366,0.384,0.046
1,Cy5,13,395,507,43,2.662,3.054,3.207,1,5,1950,0.375,3250,0.625,0,-0.145,0.428,0.022
1,Cy5,13,410.92,492.972,50.448,2.572,2.492,28.521,1,5,3595.545,0.7,1538.554,0.3,0,0.053,0.246,0.208
1,Cy5,13,445,499,44,2.192,3.123,15.77,2,5,1736.692,0.338,3396.13,0.662,0,0.467,0.334,0.047
1,Cy5,13,444.147,499.639,44.316,2.192,3.289,15.438,2,5,1698.412,0.331,3430.669,0.669,0,0.456,0.343,0.054
1,Cy5,13,440.882,503.027,42.597,2.165,2.92,5.561,2,5,1617.706,0.309,3617.155,0.691,0,0.416,0.387,0.011
1,Cy5,13,423,500,48,2.106,2.86,4.099,2,5,2571.575,0.492,2651.49,0.508,0,0.198,0.342,0.147
1,Cy5,13,438,489,46,1.713,1.901,23.294,2,5,3235.583,0.63,1903.365,0.37,0,0.384,0.2,0.097
1,Cy5,14,432.195,680.607,43.363,2.616,2.546,19.955,0,5,1194.76,0.085,12920.928,0.915,2,-0.755,0.492,0.004
1,Cy5,14,471.817,666.51,38.963,1.443,2.244,11.07,0,5,1533.359,0.162,7928.055,0.838,1,-0.432,0.134,-0.106
1,Cy5,14,448.652,664.971,44.86,1.522,1.858,12.368,0,5,2294.756,0.178,10613.081,0.822,2,-0.665,0.235,0.041
1,Cy5,14,463,666,40,1.601,2.135,17.256,0,5,2485.236,0.217,8953.703,0.783,2,-0.52,0.173,-0.08
1,Cy5,14,448,647,41,1.185,2.429,12.096,0,5,1849.324,0.148,10663.55,0.852,2,-0.752,0.039,-0.055
1,a488,1,402.654,860.255,33.367,10.077,2.885,1.396,2,5,479.839,0.07,6340.145,0.93,1,-0.196,-0.883,-0.155
1,a488,1,405.121,851.968,34,9.077,3.649,6.947,2,5,890.789,0.136,5662.267,0.864,1,-0.092,-0.83,-0.139
1,a488,1,403.825,856.586,32.953,8.077,3.051,9.314,2,5,746.679,0.11,6016.719,0.89,1,-0.15,-0.859,-0.165
1,a488,1,513.649,815.431,38.056,7.077,2.583,19.72,1,5,979.745,0.158,5219.45,0.842,1,0.143,0.72,-0.038
1,a488,1,494.629,818.706,39.889,6.077,2.455,33.068,1,5,3447.932,0.557,2740.476,0.443,0,0.143,0.456,0.008
1,a488,1,502.914,816.329,33.972,3.985,2.686,15.851,1,5,2235.713,0.36,3979.407,0.64,1,0.156,0.573,-0.14
1,a488,1,511.469,817.339,36.844,3.265,3.78,9.953,1,5,1252.483,0.203,4915.815,0.797,1,0.122,0.686,-0.068
1,a488,1,495.744,802.732,41.026,2.615,2.372,7.974,1,5,2120.029,0.338,4145.471,0.662,0,0.353,0.508,0.036
1,a488,1,423.035,851.706,36.363,2.125,2.232,18.618,2,5,3124.546,0.472,3494.06,0.528,1,-0.13,-0.588,-0.08
1,a488,1,496,812,35,1.548,2.416,7.096,1,5,2705.125,0.439,3455.329,0.561,1,0.229,0.49,-0.114
1,a488,1,416,862,32,1.789,2.857,8.307,2,5,1760.369,0.262,4957.873,0.738,1,-0.25,-0.707,-0.189
1,a488,1,418.104,834.425,37.133,1.578,2.041,20.832,2,5,2492.737,0.407,3631.73,0.593,1,0.112,-0.614,-0.061
1,a488,2,130.621,530.933,37.94,5.286,2.557,28.478,2,5,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1,a488,2,120.025,511.955,32.777,5.008,2.653,22.32,2,5,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1,a488,2,135.387,522.051,37.097,4.651,2.685,37.171,2,5,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1,a488,2,131.861,578.304,36.541,4.613,3.819,19.543,1,5,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1,a488,2,113.122,521.648,37.669,3.143,2.329,19.32,2,5,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1,a488,2,124.517,582.102,36.197,3.03,3.008,11.949,1,5,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1,a488,2,124,512,36,2.808,2.806,9.15,2,5,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1,a488,2,125.238,520.487,38.638,2.024,1.244,11.991,2,5,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1,a488,2,129.718,515.46,37.514,1.99,3.031,13.022,2,5,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1,a488,2,123.455,522.46,32.245,1.818,2.333,18.127,2,5,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1,a488,3,141.029,237.124,34.478,8.766,3.692,5.599,2,5,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1,a488,3,140.533,240.59,35,7.766,4.679,9.687,2,5,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1,a488,3,139.402,238.854,35.579,6.766,3.093,35.603,2,5,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1,a488,3,165,186,44.111,3.74,3.355,12.993,1,5,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1,a488,3,164.357,182.994,42.847,3.544,2.704,8.317,1,5,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1,a488,3,164,187,46,3.45,2.956,22.653,1,5,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1,a488,3,152.023,194.275,39.958,3.193,2.879,12.32,1,5,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1,a488,3,137.286,176.383,43.904,2.778,2.336,17.352,1,5,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1,a488,3,154.138,189.416,43.243,2.699,2.739,14.357,1,5,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1,a488,3,142.295,230.945,40.313,2.223,2.591,15.653,2,5,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1,a488,3,157,187,43,1.461,2.492,5.887,1,5,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1,a488,3,158.462,200.27,43.637,1.134,2.438,10.703,1,5,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1,a488,4,224.395,114.737,37.391,8.954,2.594,12.725,2,5,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1,a488,4,216.708,113.913,37.906,5.669,1.899,15.077,2,5,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1,a488,4,227,113,40,5.429,2.74,26.851,2,5,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1,a488,4,134.323,98.173,40.514,4.372,2.303,18.718,1,5,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1,a488,4,148,109,40,3.646,3.441,17.52,1,5,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1,a488,4,147.991,108.736,40.065,3.646,3.029,21.679,1,5,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1,a488,4,135,107,39,3.561,2.556,13.347,1,5,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1,a488,4,225.969,107.121,37.443,3.332,3.286,2.349,2,5,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1,a488,4,136,108,35,2.821,3.077,15.421,1,5,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1,a488,4,210.236,124.566,40.423,2.153,1.961,12.115,2,5,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1,a488,4,235.258,112.373,38.593,2.092,1.717,13.225,2,5,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1,a488,4,208.061,104.134,36.521,1.869,2.083,15.093,2,5,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1,a488,4,225.349,121.772,37.374,1.583,3.78,3.511,2,5,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
1,a488,4,137.078,113.752,39.714,1.625,2.524,7.286,1,5,NaN,NaN,NaN,NaN,0,NaN,NaN,NaN
